year,month,month2,Region,GID_0,NAME_0,GID_1,NAME_1,predChange
2018,2,2,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.7054
2018,3,3,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.9532
2018,4,4,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.9719
2018,5,5,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.7686
2018,6,6,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.5328
2018,7,7,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.1549
2018,8,8,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.9948
2018,9,9,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.9437
2018,10,10,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.0674
2018,11,11,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.9541
2018,12,12,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.8179
2019,1,13,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.8141
2019,2,14,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.8290
2019,3,15,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.9386
2019,4,16,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.0153
2019,5,17,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.0259
2019,6,18,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.6638
2019,7,19,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.2329
2019,8,20,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.1320
2019,9,21,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.9456
2019,10,22,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.0139
2019,11,23,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.0113
2019,12,24,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.9325
2018,1,1,Northern,DZA,Algeria,DZA.6_1,Batna, 1.0544
2018,2,2,Northern,DZA,Algeria,DZA.6_1,Batna, 0.9144
2018,3,3,Northern,DZA,Algeria,DZA.6_1,Batna, 1.0969
2018,4,4,Northern,DZA,Algeria,DZA.6_1,Batna, 1.0987
2018,5,5,Northern,DZA,Algeria,DZA.6_1,Batna, 0.9125
2018,6,6,Northern,DZA,Algeria,DZA.6_1,Batna, 0.6010
2018,7,7,Northern,DZA,Algeria,DZA.6_1,Batna, 1.2597
2018,8,8,Northern,DZA,Algeria,DZA.6_1,Batna, 1.1738
2018,9,9,Northern,DZA,Algeria,DZA.6_1,Batna, 1.0926
2018,10,10,Northern,DZA,Algeria,DZA.6_1,Batna, 1.0612
2018,11,11,Northern,DZA,Algeria,DZA.6_1,Batna, 1.1713
2018,12,12,Northern,DZA,Algeria,DZA.6_1,Batna, 1.0539
2019,1,13,Northern,DZA,Algeria,DZA.6_1,Batna, 1.0372
2019,2,14,Northern,DZA,Algeria,DZA.6_1,Batna, 1.0804
2019,3,15,Northern,DZA,Algeria,DZA.6_1,Batna, 1.1169
2019,4,16,Northern,DZA,Algeria,DZA.6_1,Batna, 1.1718
2019,5,17,Northern,DZA,Algeria,DZA.6_1,Batna, 1.0505
2019,6,18,Northern,DZA,Algeria,DZA.6_1,Batna, 0.7181
2019,7,19,Northern,DZA,Algeria,DZA.6_1,Batna, 1.3756
2019,8,20,Northern,DZA,Algeria,DZA.6_1,Batna, 1.3814
2019,9,21,Northern,DZA,Algeria,DZA.6_1,Batna, 1.0934
2019,10,22,Northern,DZA,Algeria,DZA.6_1,Batna, 1.2360
2019,11,23,Northern,DZA,Algeria,DZA.6_1,Batna, 1.1905
2019,12,24,Northern,DZA,Algeria,DZA.6_1,Batna, 1.1244
2018,1,1,Northern,DZA,Algeria,DZA.7_1,Béchar, 0.9985
2018,2,2,Northern,DZA,Algeria,DZA.7_1,Béchar, 0.9693
2018,3,3,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.2807
2018,4,4,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.2456
2018,5,5,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.0276
2018,6,6,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.4251
2018,7,7,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.4957
2018,8,8,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.2270
2018,9,9,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.1318
2018,10,10,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.1371
2018,11,11,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.0698
2018,12,12,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.3343
2019,1,13,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.3264
2019,2,14,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.2813
2019,3,15,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.1337
2019,4,16,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.3222
2019,5,17,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.1646
2019,6,18,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.4762
2019,7,19,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.4271
2019,8,20,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.4918
2019,9,21,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.1847
2019,10,22,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.4054
2019,11,23,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.3798
2019,12,24,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.2995
2018,1,1,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.9678
2018,2,2,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.8499
2018,3,3,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.0132
2018,4,4,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.0109
2018,5,5,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.8794
2018,6,6,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.5820
2018,7,7,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.1623
2018,8,8,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.1593
2018,9,9,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.0369
2018,10,10,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.9818
2018,11,11,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.0633
2018,12,12,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.9562
2019,1,13,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.9281
2019,2,14,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.9938
2019,3,15,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.0658
2019,4,16,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.1243
2019,5,17,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.9793
2019,6,18,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.7879
2019,7,19,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.3159
2019,8,20,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.3217
2019,9,21,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.0545
2019,10,22,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.1543
2019,11,23,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.1505
2019,12,24,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.0982
2018,1,1,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.7839
2018,2,2,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.7135
2018,3,3,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.8460
2018,4,4,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.8604
2018,5,5,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.7174
2018,6,6,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.8220
2018,7,7,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.0205
2018,8,8,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.9259
2018,9,9,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.9082
2018,10,10,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.8077
2018,11,11,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.8718
2018,12,12,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.8500
2019,1,13,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.8499
2019,2,14,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.9160
2019,3,15,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.8795
2019,4,16,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.8865
2019,5,17,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.8202
2019,6,18,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.1062
2019,7,19,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.1230
2019,8,20,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.0997
2019,9,21,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.8873
2019,10,22,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.0409
2019,11,23,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.9679
2019,12,24,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.9536
2018,1,1,Northern,DZA,Algeria,DZA.10_1,Blida, 0.6946
2018,2,2,Northern,DZA,Algeria,DZA.10_1,Blida, 0.6065
2018,3,3,Northern,DZA,Algeria,DZA.10_1,Blida, 0.7202
2018,4,4,Northern,DZA,Algeria,DZA.10_1,Blida, 0.7051
2018,5,5,Northern,DZA,Algeria,DZA.10_1,Blida, 0.6818
2018,6,6,Northern,DZA,Algeria,DZA.10_1,Blida, 0.4065
2018,7,7,Northern,DZA,Algeria,DZA.10_1,Blida, 0.8666
2018,8,8,Northern,DZA,Algeria,DZA.10_1,Blida, 0.8699
2018,9,9,Northern,DZA,Algeria,DZA.10_1,Blida, 0.7380
2018,10,10,Northern,DZA,Algeria,DZA.10_1,Blida, 0.7184
2018,11,11,Northern,DZA,Algeria,DZA.10_1,Blida, 0.7325
2018,12,12,Northern,DZA,Algeria,DZA.10_1,Blida, 0.6360
2019,1,13,Northern,DZA,Algeria,DZA.10_1,Blida, 0.6482
2019,2,14,Northern,DZA,Algeria,DZA.10_1,Blida, 0.7082
2019,3,15,Northern,DZA,Algeria,DZA.10_1,Blida, 0.7640
2019,4,16,Northern,DZA,Algeria,DZA.10_1,Blida, 0.7844
2019,5,17,Northern,DZA,Algeria,DZA.10_1,Blida, 0.7166
2019,6,18,Northern,DZA,Algeria,DZA.10_1,Blida, 0.5339
2019,7,19,Northern,DZA,Algeria,DZA.10_1,Blida, 0.9475
2019,8,20,Northern,DZA,Algeria,DZA.10_1,Blida, 0.9755
2019,9,21,Northern,DZA,Algeria,DZA.10_1,Blida, 0.7640
2019,10,22,Northern,DZA,Algeria,DZA.10_1,Blida, 0.8500
2019,11,23,Northern,DZA,Algeria,DZA.10_1,Blida, 0.8230
2019,12,24,Northern,DZA,Algeria,DZA.10_1,Blida, 0.7857
2018,1,1,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.4988
2018,2,2,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.3538
2018,3,3,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.5646
2018,4,4,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.5672
2018,5,5,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.3350
2018,6,6,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 0.8739
2018,7,7,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.7917
2018,8,8,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.7634
2018,9,9,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.6195
2018,10,10,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.5769
2018,11,11,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.6921
2018,12,12,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.5604
2019,1,13,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.4880
2019,2,14,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.5901
2019,3,15,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.7484
2019,4,16,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.7542
2019,5,17,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.6027
2019,6,18,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.1281
2019,7,19,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.9859
2019,8,20,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 2.1019
2019,9,21,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.6462
2019,10,22,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.8986
2019,11,23,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.8436
2019,12,24,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.7624
2018,1,1,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.3314
2018,2,2,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.1985
2018,3,3,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.3515
2018,4,4,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.3371
2018,5,5,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.1632
2018,6,6,Northern,DZA,Algeria,DZA.12_1,Bouira, 0.7964
2018,7,7,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.6324
2018,8,8,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.6084
2018,9,9,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.3986
2018,10,10,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.3435
2018,11,11,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.4529
2018,12,12,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.2907
2019,1,13,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.3034
2019,2,14,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.3618
2019,3,15,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.4998
2019,4,16,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.4803
2019,5,17,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.3187
2019,6,18,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.0790
2019,7,19,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.7162
2019,8,20,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.8183
2019,9,21,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.4214
2019,10,22,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.6073
2019,11,23,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.5713
2019,12,24,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.5189
2018,1,1,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.7102
2018,2,2,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.6287
2018,3,3,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.7511
2018,4,4,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.7534
2018,5,5,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.6523
2018,6,6,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.4560
2018,7,7,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.8527
2018,8,8,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.9556
2018,9,9,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.8143
2018,10,10,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.7617
2018,11,11,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.7863
2018,12,12,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.7133
2019,1,13,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.6864
2019,2,14,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.7405
2019,3,15,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.8174
2019,4,16,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.8471
2019,5,17,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.7579
2019,6,18,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.6052
2019,7,19,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.0505
2019,8,20,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.0488
2019,9,21,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.8120
2019,10,22,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.8750
2019,11,23,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.8557
2019,12,24,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.8252
2018,1,1,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.7685
2018,2,2,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.6903
2018,3,3,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.8034
2018,4,4,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.8122
2018,5,5,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.7319
2018,6,6,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.4627
2018,7,7,Northern,DZA,Algeria,DZA.14_1,Chlef, 1.0260
2018,8,8,Northern,DZA,Algeria,DZA.14_1,Chlef, 1.0514
2018,9,9,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.8442
2018,10,10,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.8258
2018,11,11,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.8405
2018,12,12,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.7601
2019,1,13,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.7478
2019,2,14,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.8107
2019,3,15,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.9046
2019,4,16,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.8825
2019,5,17,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.8651
2019,6,18,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.6320
2019,7,19,Northern,DZA,Algeria,DZA.14_1,Chlef, 1.1154
2019,8,20,Northern,DZA,Algeria,DZA.14_1,Chlef, 1.1926
2019,9,21,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.8799
2019,10,22,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.9770
2019,11,23,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.8892
2019,12,24,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.8598
2018,1,1,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.4810
2018,2,2,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.2643
2018,3,3,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.4864
2018,4,4,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.4632
2018,5,5,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.2366
2018,6,6,Northern,DZA,Algeria,DZA.15_1,Constantine, 0.8278
2018,7,7,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.7045
2018,8,8,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.6406
2018,9,9,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.4877
2018,10,10,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.4302
2018,11,11,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.6245
2018,12,12,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.4175
2019,1,13,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.3812
2019,2,14,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.4067
2019,3,15,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.5548
2019,4,16,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.6229
2019,5,17,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.4146
2019,6,18,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.0321
2019,7,19,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.8531
2019,8,20,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.8334
2019,9,21,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.5546
2019,10,22,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.6750
2019,11,23,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.7392
2019,12,24,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.5852
2018,1,1,Northern,DZA,Algeria,DZA.16_1,Djelfa, 1.0868
2018,2,2,Northern,DZA,Algeria,DZA.16_1,Djelfa, 0.9818
2018,3,3,Northern,DZA,Algeria,DZA.16_1,Djelfa, 1.1330
2018,4,4,Northern,DZA,Algeria,DZA.16_1,Djelfa, 1.1172
2018,5,5,Northern,DZA,Algeria,DZA.16_1,Djelfa, 0.9775
2018,6,6,Northern,DZA,Algeria,DZA.16_1,Djelfa, 1.0132
2018,7,7,Northern,DZA,Algeria,DZA.16_1,Djelfa, 1.3641
2018,8,8,Northern,DZA,Algeria,DZA.16_1,Djelfa, 1.2570
2018,9,9,Northern,DZA,Algeria,DZA.16_1,Djelfa, 1.1801
2018,10,10,Northern,DZA,Algeria,DZA.16_1,Djelfa, 1.1186
